USE_LICENSE_URL,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG,SEX,LIFE_STAGE,GENUS,PHYLORDER,FAMILY
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",29-Jan-26,35.05767404,-83.46299102,male,adult,Sorex,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",14-Oct-25,35.05776901,-83.46297299,female,adult,Sorex,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",,35.05771201,-83.46295598,male,adult,Sorex,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",30-Jan-26,35.057436,-83.462916,female,subadult,Sorex,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",14-Oct-25,35.05777798,-83.46258298,male,adult,Sorex,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",,35.05775602,-83.46253797,male,adult,Blarina,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",,35.05780597,-83.46248098,male,adult,Blarina,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",13-Oct-25,35.05774302,-83.46233102,male,adult,Sorex,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",14-Oct-25,35.05804804,-83.46228903,female,adult,Blarina,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",14-Oct-25,35.05804997,-83.462283,female,adult,Blarina,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",14-Oct-25,35.05757698,-83.46224,male,adult,Sorex,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",12-Oct-25,35.03903897,-83.45303399,male,adult,Blarina,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",11-Oct-25,35.03910997,-83.45277197,female,juvenile,Peromyscus,Rodentia,Cricetidae
