"country","state","locality","date","sex","life_stage","genus","order","family","geometry"
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-82.23733197, 35.73232898)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","15-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23732602, 35.73228498)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","6-Nov-22","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23732099, 35.73245999)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23732099, 35.73247097)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","5-Nov-22","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23731797, 35.73212497)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.23731596, 35.73244197)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","5-Nov-22","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-82.23730699, 35.73213603)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23728897, 35.73248799)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23727296, 35.732619)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23726399, 35.732404)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","5-Nov-22","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.237251, 35.73205004)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","15-Jul-21","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.237251, 35.73245698)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.23724002, 35.73242697)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.23724002, 35.73242697)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-82.23723801, 35.73235799)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23723298, 35.73240099)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23723298, 35.73240099)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23723298, 35.73240099)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","","Sorex","Soricomorpha","Soricidae",c(-82.23722803, 35.73247902)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23719803, 35.73249402)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23716903, 35.73242898)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23716903, 35.73242898)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23716098, 35.73238196)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","13-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23715503, 35.73238003)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","15-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23713902, 35.73249302)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","8-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23695797, 35.73261699)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","6-Nov-22","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23695202, 35.73277599)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.236949, 35.73261003)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23694196, 35.732604)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","5-Nov-22","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23693903, 35.73272704)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","8-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23691598, 35.73249604)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23684498, 35.73268002)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","female","subadult","Myodes","Rodentia","Cricetidae",c(-82.23683199, 35.732561)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","15-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23682, 35.73262998)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23678597, 35.73263098)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Myodes","Rodentia","Cricetidae",c(-82.23674197, 35.73276602)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23674096, 35.73272201)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23673702, 35.73272402)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.23673099, 35.73267298)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23672898, 35.73261799)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","female","subadult","Myodes","Rodentia","Cricetidae",c(-82.23672797, 35.732663)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23670903, 35.73268102)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","subadult","Myodes","Rodentia","Cricetidae",c(-82.23670903, 35.73268102)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23670802, 35.73263501)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","6-Nov-22","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23669897, 35.73265697)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","6-Nov-22","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.23669302, 35.73265596)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23666402, 35.73261699)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","6-Nov-22","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.23665798, 35.73262403)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.23662999, 35.73271698)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23656402, 35.73270097)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.23655899, 35.73297104)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.23652496, 35.73297598)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","6-Nov-22","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23644097, 35.732791)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","16-Jul-21","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.23643997, 35.73269301)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","5-Nov-22","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-82.23642496, 35.732734)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","13-Jul-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23498596, 35.73211298)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.23375399, 35.73089601)
"United States","North Carolina","Pisgah National Forest, 4.51 km SE Mt. Mitchell, meadow off of South Toe River Road","7-May-24","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.22970201, 35.74086696)
"United States","North Carolina","Pisgah National Forest, 4.51 km SE Mt. Mitchell, meadow off of South Toe River Road","7-May-24","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.229629, 35.74082002)
"United States","North Carolina","Pisgah National Forest, 4.51 km SE Mt. Mitchell, meadow off of South Toe River Road","7-May-24","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.22959799, 35.74072002)
"United States","North Carolina","Pisgah National Forest, 4.51 km SE Mt. Mitchell, meadow off of South Toe River Road","8-May-24","male","subadult","Sylvilagus","Lagomorpha","Leporidae",c(-82.229427, 35.74096402)
"United States","North Carolina","Pisgah National Forest, 4.51 km SE Mt. Mitchell, meadow off of South Toe River Road","7-May-24","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-82.22936598, 35.74108204)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","7-May-24","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.21832198, 35.751775)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","8-May-24","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.21823498, 35.75177902)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","13-Jan-23","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.21823003, 35.75196602)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","7-May-24","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.21815803, 35.75192696)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","7-May-24","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.21813297, 35.75151399)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Microtus","Rodentia","Cricetidae",c(-82.21806499, 35.75171297)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Myodes","Rodentia","Cricetidae",c(-82.21800196, 35.75181004)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","29-May-21","female","adult","Microtus","Rodentia","Cricetidae",c(-82.21800196, 35.75181004)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","7-May-24","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.21797396, 35.75210399)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","28-May-21","male","subadult","Microtus","Rodentia","Cricetidae",c(-82.21794899, 35.751487)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","16-Jul-21","male","adult","Synaptomys","Rodentia","Cricetidae",c(-82.21790699, 35.75166503)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","28-May-21","male","subadult","Microtus","Rodentia","Cricetidae",c(-82.21790004, 35.75147602)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","28-May-21","male","subadult","Microtus","Rodentia","Cricetidae",c(-82.21787204, 35.751459)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","7-May-24","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.21786299, 35.75135004)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","7-May-24","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.21781001, 35.75140997)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","7-May-24","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.21779501, 35.75174399)
"United States","North Carolina","Pisgah National Forest, 4.5 km ESE Mount Mitchell, along South Toe River Road","27-May-21","male","juvenile","Microtus","Rodentia","Cricetidae",c(-82.21775704, 35.75174399)
