"country","state","locality","date","sex","life_stage","genus","order","family","geometry"
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","22-Oct-21","","","Ursus","Carnivora","Ursidae",c(-82.91628, 35.27768)
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","13-Nov-21","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.91626504, 35.27737403)
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","17-Sep-21","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.91626101, 35.27746003)
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","13-Nov-21","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.91622698, 35.27728602)
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","29-Aug-21","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.91621701, 35.27793202)
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","18-Sep-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.91616102, 35.27713297)
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","18-Sep-21","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.91607502, 35.27728099)
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","17-Sep-21","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.91605297, 35.27742097)
"United States","North Carolina","Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215","18-Sep-21","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.91604803, 35.27742902)
"United States","North Carolina","Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215","26-Jun-21","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.91570999, 35.25348703)
"United States","North Carolina","Cold Mountain Game Lands, 3.9 km W of peak of Cold Mountain, along Little East Fork of Pigeon River","29-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.90209199, 35.40614697)
"United States","North Carolina","Cold Mountain Game Lands, 3.9 km W of peak of Cold Mountain, along Little East Fork of Pigeon River","28-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.90186803, 35.40633598)
"United States","North Carolina","Cold Mountain Game Lands, 3.9 km W of peak of Cold Mountain, along Little East Fork of Pigeon River","29-Jun-20","male","adult","Zapus","Rodentia","Dipodidae",c(-82.90174004, 35.40604899)
"United States","North Carolina","specific locality unknown","16-Oct-87","female","","Napaeozapus","Rodentia","Dipodidae",c(-82.8, 35.17)
"United States","North Carolina","Weaverville","1 August 1893","male","adult","Myotis","Chiroptera","Vespertilionidae",c(-82.55, 35.68333333)
"United States","North Carolina","Hendersonville","28-Jun-55","male","","Tamias","Rodentia","Sciuridae",c(-82.4613, 35.3194)
"United States","North Carolina","Pisgah National Forest","[transcribed directly into formatted date fields]","male","","Odocoileus","Artiodactyla","Cervidae",c(-82.340715, 35.795309)
"United States","North Carolina","2 mi SSW Mt. Mitchell","13-Apr-52","male","","Peromyscus","Rodentia","Cricetidae",c(-82.301, 35.8857)
"United States","North Carolina","2 mi SSW Mt. Mitchell","13-Apr-52","male","","Peromyscus","Rodentia","Cricetidae",c(-82.301, 35.8857)
"United States","North Carolina","2 mi SSW Mt. Mitchell","13-Apr-52","male","","Blarina","Soricomorpha","Soricidae",c(-82.301, 35.8857)
"United States","North Carolina","2 mi SSW Mt. Mitchell","13-Apr-52","male","","Sorex","Soricomorpha","Soricidae",c(-82.301, 35.8857)
"United States","North Carolina","MTN. MITCHELL","13-Aug-85","female","","Myodes","Rodentia","Cricetidae",c(-82.2914, 35.9122)
"United States","North Carolina","MT. MITCHELL","10-May-86","female","","Peromyscus","Rodentia","Cricetidae",c(-82.2914, 35.9122)
"United States","North Carolina","MT. MITCHELL","10-May-86","male","","Peromyscus","Rodentia","Cricetidae",c(-82.2914, 35.9122)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","male","","Myotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","male","","Myotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","female","","Myotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","female","","Myotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","male","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","female","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","male","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","male","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","male","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","male","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","female","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","female","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","female","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","female","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Bat Cave, 2 mi W Chimney Rock","30-Jan-46","female","","Perimyotis","Chiroptera","Vespertilionidae",c(-82.2872, 35.4514)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","20-Jun-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-82.28474203, 35.26343702)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","23-Aug-20","female","subadult","Sigmodon","Rodentia","Cricetidae",c(-82.28457204, 35.26258802)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-82.28455201, 35.26308398)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.284478, 35.26261099)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28446601, 35.26260898)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Sigmodon","Rodentia","Cricetidae",c(-82.28445201, 35.26299303)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.284392, 35.26271903)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28431899, 35.26282397)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","22-Aug-20","female","subadult","Sigmodon","Rodentia","Cricetidae",c(-82.28428102, 35.26349704)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","male","adult","Sigmodon","Rodentia","Cricetidae",c(-82.28427004, 35.26359804)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28427004, 35.26359804)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28422704, 35.26303897)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","23-Aug-20","male","adult","Napaeozapus","Rodentia","Dipodidae",c(-82.284177, 35.26320099)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","20-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28416703, 35.26358798)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28414004, 35.26316302)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28412797, 35.26323996)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.283803, 35.26370198)
"United States","North Carolina","Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28371298, 35.26362101)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","20-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.282854, 35.26418502)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28267597, 35.26420397)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28253901, 35.26446397)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28253901, 35.26446397)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.282134, 35.26454704)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.281832, 35.26467302)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28153704, 35.26494501)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.28135901, 35.26488097)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.281085, 35.26489204)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","20-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28100001, 35.26527903)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28096204, 35.26506898)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28093002, 35.264713)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","20-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28093002, 35.26477897)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28092801, 35.26471501)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","22-Aug-20","male","juvenile","Didelphis","Didelphimorphia","Didelphidae",c(-82.28077202, 35.26506697)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","22-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.28033499, 35.26525397)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","21-Aug-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.27992302, 35.26526998)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","22-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.27975697, 35.26549998)
"United States","North Carolina","Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road","22-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.279561, 35.265762)
"United States","North Carolina","Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road","23-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.26801803, 35.30130504)
"United States","North Carolina","Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road","22-Aug-20","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-82.26787202, 35.30146798)
"United States","North Carolina","Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road","21-Aug-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.26752099, 35.30167602)
"United States","North Carolina","Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road","21-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.26737397, 35.30164802)
"United States","North Carolina","Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road","20-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.26712301, 35.30147502)
"United States","North Carolina","Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road","22-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.26677299, 35.30136396)
"United States","North Carolina","Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road","23-Aug-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.26665304, 35.30132004)
"United States","North Carolina","Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.26624903, 35.30130101)
"United States","North Carolina","Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop","27-Jul-21","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-82.26590998, 35.76633696)
"United States","North Carolina","Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop","27-Jul-21","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-82.26590998, 35.76633696)
"United States","North Carolina","Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop","27-Jul-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.26433503, 35.76587898)
"United States","North Carolina","Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop","27-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.26401199, 35.76558301)
"United States","North Carolina","Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop","27-Jul-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.26398801, 35.76549903)
"United States","North Carolina","Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop","27-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.26386698, 35.765293)
"United States","North Carolina","Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop","27-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.26384896, 35.76535997)
"United States","North Carolina","Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop","27-Jul-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.26375399, 35.76512301)
"United States","North Carolina","1.4 MI S MTN MITCHELL PARK","13-Aug-85","female","","Peromyscus","Rodentia","Cricetidae",c(-82.2632, 35.7705)
"United States","North Carolina","1.4 mi. S MT. MITCHELL PARK","13-Aug-85","male","","Myodes","Rodentia","Cricetidae",c(-82.2632, 35.7705)
"United States","North Carolina","1.8 MI S MTN MITCHELL PARK","13-Aug-85","male","","Peromyscus","Rodentia","Cricetidae",c(-82.263, 35.7718)
"United States","North Carolina","1.8 MI S MTN. MITCHELL PARK","12-Aug-85","female","","Myodes","Rodentia","Cricetidae",c(-82.263, 35.7718)
"United States","North Carolina","1.8 MI S MTN. MITCHELL PARK","13-Aug-85","male","","Myodes","Rodentia","Cricetidae",c(-82.263, 35.7718)
"United States","North Carolina","1.8 MI S MTN. MITCHELL PARK","before 1 Jan 2005","male","","Myodes","Rodentia","Cricetidae",c(-82.263, 35.7718)
"United States","North Carolina","1.8 mi S MT. MITCHELL PARK","13-Aug-85","female","","Napaeozapus","Rodentia","Dipodidae",c(-82.263, 35.7718)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.246959, 35.31448499)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","19-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24631896, 35.31456999)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24615401, 35.31439899)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24595804, 35.31439598)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24541103, 35.314487)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","20-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24535102, 35.314616)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","20-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24522202, 35.31454802)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","21-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24518104, 35.31456999)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","22-Aug-20","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.24496403, 35.31433797)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","19-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24478499, 35.31423597)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","21-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24471601, 35.31429598)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","20-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24438702, 35.31425801)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","22-Aug-20","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.24434997, 35.31400798)
"United States","North Carolina","Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road","19-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.24423204, 35.31422901)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.23831098, 35.73222497)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23808802, 35.73150999)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23808802, 35.73150999)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.23808802, 35.73150999)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","13-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23774897, 35.73199002)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.23758502, 35.73218297)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23758301, 35.73201399)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23754998, 35.73221801)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23754998, 35.73225598)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","unknown","","Sorex","Soricomorpha","Soricidae",c(-82.23754001, 35.73208298)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23754001, 35.73233896)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","female","adult","Myodes","Rodentia","Cricetidae",c(-82.23754001, 35.73233896)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23753104, 35.73234298)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23752903, 35.73225103)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23752903, 35.73225103)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","subadult","Myodes","Rodentia","Cricetidae",c(-82.23752802, 35.73236302)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","6-Nov-22","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-82.23751402, 35.73200301)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.23750003, 35.73199103)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23749097, 35.73230501)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23748896, 35.73227702)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.23747698, 35.73230099)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23746197, 35.73254499)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23745401, 35.73231599)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-82.23744999, 35.73238003)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","28-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23744303, 35.73232898)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","5-Nov-22","male","adult","Peromyscus","Rodentia","Cricetidae",c(-82.23743699, 35.73238296)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","29-May-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23738201, 35.73256603)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","15-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23737597, 35.73252797)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-82.23737497, 35.73234801)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","","Sorex","Soricomorpha","Soricidae",c(-82.23737204, 35.73235103)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23736902, 35.73235204)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","5-Nov-22","female","adult","Sorex","Soricomorpha","Soricidae",c(-82.23735896, 35.73244097)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23735804, 35.73238397)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23734798, 35.732331)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Sorex","Soricomorpha","Soricidae",c(-82.23734203, 35.73250199)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","male","adult","Napaeozapus","Rodentia","Dipodidae",c(-82.23733599, 35.73228397)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mt. Mitchell, along South Toe River Road","7-May-24","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.23733398, 35.732447)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","6-Nov-22","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-82.23733398, 35.73250802)
"United States","North Carolina","Pisgah National Forest, 5 km SE Mount Mitchell, along South Toe River Road","14-Jul-21","female","adult","Peromyscus","Rodentia","Cricetidae",c(-82.23733298, 35.73245597)
